id,hippocampal_tail,subiculum,ca1,hippocampal-fissure,presubiculum,parasubiculum,molecular_layer_hp,gc-ml-dg,ca3,ca4,fimbria,hata,whole_hippocampus
24157-m204-nis19-10672,528.962641,431.181109,686.3010780000001,104.936374,316.110284,54.379739,613.243557,309.664515,218.596695,264.28734,95.687283,60.461940000000006,3578.876182
24157-m204-nis20-10672,540.773547,421.663696,678.156837,116.162375,308.716199,55.685792000000006,590.5732929999999,308.290968,206.64763200000002,257.699013,100.172795,66.185186,3534.56496
