id,ba1_exvivo_numvert,ba2_exvivo_numvert,ba3a_exvivo_numvert,ba3b_exvivo_numvert,ba4a_exvivo_numvert,ba4p_exvivo_numvert,ba6_exvivo_numvert,ba44_exvivo_numvert,ba45_exvivo_numvert,v1_exvivo_numvert,v2_exvivo_numvert,mt_exvivo_numvert,perirhinal_exvivo_numvert,entorhinal_exvivo_numvert,ba1_exvivo_surfarea,ba2_exvivo_surfarea,ba3a_exvivo_surfarea,ba3b_exvivo_surfarea,ba4a_exvivo_surfarea,ba4p_exvivo_surfarea,ba6_exvivo_surfarea,ba44_exvivo_surfarea,ba45_exvivo_surfarea,v1_exvivo_surfarea,v2_exvivo_surfarea,mt_exvivo_surfarea,perirhinal_exvivo_surfarea,entorhinal_exvivo_surfarea,ba1_exvivo_grayvol,ba2_exvivo_grayvol,ba3a_exvivo_grayvol,ba3b_exvivo_grayvol,ba4a_exvivo_grayvol,ba4p_exvivo_grayvol,ba6_exvivo_grayvol,ba44_exvivo_grayvol,ba45_exvivo_grayvol,v1_exvivo_grayvol,v2_exvivo_grayvol,mt_exvivo_grayvol,perirhinal_exvivo_grayvol,entorhinal_exvivo_grayvol,ba1_exvivo_thickavg,ba2_exvivo_thickavg,ba3a_exvivo_thickavg,ba3b_exvivo_thickavg,ba4a_exvivo_thickavg,ba4p_exvivo_thickavg,ba6_exvivo_thickavg,ba44_exvivo_thickavg,ba45_exvivo_thickavg,v1_exvivo_thickavg,v2_exvivo_thickavg,mt_exvivo_thickavg,perirhinal_exvivo_thickavg,entorhinal_exvivo_thickavg,ba1_exvivo_thickstd,ba2_exvivo_thickstd,ba3a_exvivo_thickstd,ba3b_exvivo_thickstd,ba4a_exvivo_thickstd,ba4p_exvivo_thickstd,ba6_exvivo_thickstd,ba44_exvivo_thickstd,ba45_exvivo_thickstd,v1_exvivo_thickstd,v2_exvivo_thickstd,mt_exvivo_thickstd,perirhinal_exvivo_thickstd,entorhinal_exvivo_thickstd,ba1_exvivo_meancurv,ba2_exvivo_meancurv,ba3a_exvivo_meancurv,ba3b_exvivo_meancurv,ba4a_exvivo_meancurv,ba4p_exvivo_meancurv,ba6_exvivo_meancurv,ba44_exvivo_meancurv,ba45_exvivo_meancurv,v1_exvivo_meancurv,v2_exvivo_meancurv,mt_exvivo_meancurv,perirhinal_exvivo_meancurv,entorhinal_exvivo_meancurv,ba1_exvivo_gauscurv,ba2_exvivo_gauscurv,ba3a_exvivo_gauscurv,ba3b_exvivo_gauscurv,ba4a_exvivo_gauscurv,ba4p_exvivo_gauscurv,ba6_exvivo_gauscurv,ba44_exvivo_gauscurv,ba45_exvivo_gauscurv,v1_exvivo_gauscurv,v2_exvivo_gauscurv,mt_exvivo_gauscurv,perirhinal_exvivo_gauscurv,entorhinal_exvivo_gauscurv,ba1_exvivo_foldind,ba2_exvivo_foldind,ba3a_exvivo_foldind,ba3b_exvivo_foldind,ba4a_exvivo_foldind,ba4p_exvivo_foldind,ba6_exvivo_foldind,ba44_exvivo_foldind,ba45_exvivo_foldind,v1_exvivo_foldind,v2_exvivo_foldind,mt_exvivo_foldind,perirhinal_exvivo_foldind,entorhinal_exvivo_foldind,ba1_exvivo_curvind,ba2_exvivo_curvind,ba3a_exvivo_curvind,ba3b_exvivo_curvind,ba4a_exvivo_curvind,ba4p_exvivo_curvind,ba6_exvivo_curvind,ba44_exvivo_curvind,ba45_exvivo_curvind,v1_exvivo_curvind,v2_exvivo_curvind,mt_exvivo_curvind,perirhinal_exvivo_curvind,entorhinal_exvivo_curvind
24157-m204-nis19-10672,849.0,2622.0,1044.0,1924.0,1843.0,1335.0,9442.0,3210.0,3749.0,4092.0,8892.0,2014.0,551.0,401.0,480.0,1699.0,723.0,1222.0,992.0,791.0,6136.0,2219.0,2512.0,2834.0,5658.0,1338.0,388.0,271.0,1620.0,4143.0,998.0,2498.0,3441.0,2193.0,19436.0,6355.0,7044.0,4737.0,12064.0,3956.0,2608.0,1132.0,2.479,2.228,1.7469999999999999,1.8230000000000002,2.867,2.741,2.74,2.636,2.391,1.7480000000000002,2.062,2.6860000000000004,3.951,3.448,0.516,0.49700000000000005,0.436,0.517,0.513,0.469,0.5479999999999999,0.507,0.539,0.536,0.618,0.501,0.669,0.569,0.109,0.11199999999999999,0.122,0.094,0.073,0.08,0.113,0.11800000000000001,0.131,0.153,0.149,0.12300000000000001,0.121,0.133,0.02,0.019,0.025,0.015,0.012,0.015,0.019,0.024,0.025,0.037000000000000005,0.036000000000000004,0.026000000000000002,0.022000000000000002,0.025,9.0,26.0,7.0,14.0,10.0,7.0,85.0,35.0,49.0,56.0,128.0,21.0,6.0,5.0,0.6,2.0,1.1,1.3,0.9,0.8,7.0,2.9,3.8,6.1,13.8,1.9,0.5,0.4
24157-m204-nis20-10672,826.0,2617.0,1038.0,1960.0,1809.0,1350.0,9558.0,3378.0,3898.0,4335.0,8631.0,2096.0,637.0,438.0,445.0,1671.0,718.0,1237.0,1015.0,797.0,6193.0,2277.0,2595.0,2838.0,5674.0,1380.0,405.0,294.0,1777.0,4113.0,999.0,2648.0,3355.0,2079.0,19253.0,6611.0,7707.0,5257.0,12656.0,4155.0,2658.0,1130.0,2.698,2.2769999999999997,1.781,1.901,2.825,2.681,2.668,2.653,2.521,1.8530000000000002,2.142,2.733,3.8539999999999996,3.235,0.69,0.529,0.39899999999999997,0.539,0.48,0.436,0.546,0.461,0.527,0.5870000000000001,0.565,0.503,0.742,0.525,0.114,0.113,0.129,0.096,0.077,0.08800000000000001,0.114,0.115,0.129,0.149,0.155,0.125,0.125,0.12300000000000001,0.024,0.023,0.027000000000000003,0.016,0.021,0.021,0.021,0.026000000000000002,0.026000000000000002,0.052000000000000005,0.043,0.026000000000000002,0.036000000000000004,0.027999999999999997,10.0,26.0,8.0,14.0,11.0,8.0,89.0,37.0,51.0,157.0,136.0,22.0,8.0,4.0,0.7,2.3,1.2,1.5,1.5,1.0,8.3,3.3,4.1,7.9,15.4,2.1,1.1,0.4
