id,unknown_cnr,bankssts_cnr,caudalanteriorcingulate_cnr,caudalmiddlefrontal_cnr,cuneus_cnr,entorhinal_cnr,fusiform_cnr,inferiorparietal_cnr,inferiortemporal_cnr,isthmuscingulate_cnr,lateraloccipital_cnr,lateralorbitofrontal_cnr,lingual_cnr,medialorbitofrontal_cnr,middletemporal_cnr,parahippocampal_cnr,paracentral_cnr,parsopercularis_cnr,parsorbitalis_cnr,parstriangularis_cnr,pericalcarine_cnr,postcentral_cnr,posteriorcingulate_cnr,precentral_cnr,precuneus_cnr,rostralanteriorcingulate_cnr,rostralmiddlefrontal_cnr,superiorfrontal_cnr,superiorparietal_cnr,superiortemporal_cnr,supramarginal_cnr,frontalpole_cnr,temporalpole_cnr,transversetemporal_cnr,insula_cnr
24157-m204-nis19-10672,7.885490227538844,9.110742849767933,11.932249878595645,8.282803462925434,6.147545824451516,9.151637673509192,7.994147067026665,8.1827627616569,9.85101012491453,5.757088723013989,5.845746077688246,8.075381829449231,5.789051055815371,8.618876549524952,11.610881125832643,8.3464428952546,4.291661254373033,9.362058878499568,10.674949034183488,9.6073840462253,4.936741698303328,5.741553052096324,8.579755784286052,4.714106035315173,6.801315690992191,12.875219613030962,10.128648313306485,8.61647623160338,6.249419461272054,7.146019765540829,8.514878264154456,9.999510672303979,13.77904829767808,4.074481009664041,8.109588281071268
24157-m204-nis20-10672,7.7551602732589995,8.099373340887919,10.73620226793026,7.8812714864176465,6.293058734814965,6.810106918022389,6.919953142910165,7.918100959870072,7.841743959750143,6.139896467470981,6.2740293899885105,7.716391501441319,5.922424890609145,9.556973163146427,9.121837412263915,7.385107791639467,4.369175038663316,8.65561163720116,8.70653027959513,8.849699741385784,5.73458354101507,4.953758603703058,7.911864089121025,4.711122290985998,6.959919565228647,12.170628186676204,10.068639289059192,9.07994020542194,6.298501742398808,6.353380209656167,7.760920003275812,11.23380007166549,8.829175147183317,4.2266809657593765,7.952156746155274
